,IPSrcType,IPDstType,Dur,Proto,sTos,dTos,OutBytes,InBytes,TotPkts,TotBytes,BytesPerSec,BytesPerPkt,PktsPerSec,RatioOutIn,SrcState_F,DstState_F,SrcState_S,DstState_S,SrcState_P,DstState_P,SrcState_A,DstState_A,SrcState_R,DstState_R,SrcState_C,DstState_C,SrcState_E,DstState_E,->,>,<-,<->,SrcPort_Private,SrcPort_Registered,SrcPort_Well_Known,DstPort_Private,DstPort_Registered,DstPort_Well_Known,Label
132473,1,0,9.01259,0,0.0,0.0,186,0,3,186,20.6377966821968,62.0,0.3328676884225289,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
133935,1,0,0.444961,0,0.0,0.0,587,4421,14,5008,11254.918970426623,357.71428571428567,31.463431626592,0.13277539018321646,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
133956,1,0,2.918294,0,0.0,0.0,124,0,2,124,42.490578399571795,62.0,0.6853319096705129,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
133957,1,0,2.918115,0,0.0,0.0,124,0,2,124,42.493184812798674,62.0,0.685373948593527,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
133958,1,0,2.91794,0,0.0,0.0,124,0,2,124,42.49573329129454,62.0,0.6854150530853959,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
133959,1,0,2.917538,0,0.0,0.0,124,0,2,124,42.50158866825385,62.0,0.6855094946492557,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
133960,1,0,2.917178,0,0.0,0.0,124,0,2,124,42.50683365910479,62.0,0.6855940912758838,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
133961,1,0,2.916818,0,0.0,0.0,124,0,2,124,42.512079944652015,62.0,0.6856787087847099,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
133962,1,0,2.91643,0,0.0,0.0,124,0,2,124,42.51773572484167,62.0,0.6857699310458334,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
133963,1,0,2.916052,0,0.0,0.0,124,0,2,124,42.523247184892455,62.0,0.6858588255627814,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
133964,1,0,2.9157580000000003,0,0.0,0.0,124,0,2,124,42.527534864004494,62.0,0.6859279816774917,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
136373,1,0,0.440329,0,0.0,0.0,586,4408,14,4994,11341.519636453653,356.71428571428567,31.794408271996627,0.13294010889292196,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
136408,1,0,2.929467,0,0.0,0.0,124,0,2,124,42.32851914699842,62.0,0.6827180507580389,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
136409,1,0,2.929347,0,0.0,0.0,124,0,2,124,42.330253124672495,62.0,0.682746018139879,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
136410,1,0,2.92905,0,0.0,0.0,124,0,2,124,42.334545330397226,62.0,0.6828152472644714,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
136411,1,0,2.928896,0,0.0,0.0,124,0,2,124,42.33677126125339,62.0,0.6828511493750546,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
136412,1,0,2.928675,0,0.0,0.0,124,0,2,124,42.339966025591785,62.0,0.6829026778321254,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
136413,1,0,2.928532,0,0.0,0.0,124,0,2,124,42.342033482987375,62.0,0.6829360239191513,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
136414,1,0,2.928353,0,0.0,0.0,124,0,2,124,42.344621703735854,62.0,0.6829777694150945,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
136415,1,0,2.928182,0,0.0,0.0,124,0,2,124,42.34709454535271,62.0,0.6830176539573019,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
136416,1,0,2.9279490000000004,0,0.0,0.0,124,0,2,124,42.3504644377344,62.0,0.6830720070602322,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
137804,1,0,9.013105,0,0.0,0.0,186,0,3,186,20.63661745868932,62.0,0.3328486686885374,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
137923,1,0,2.963655,0,0.0,0.0,124,0,2,124,41.84022769181973,62.0,0.6748423821261247,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
137924,1,0,2.963547,0,0.0,0.0,124,0,2,124,41.841752467566735,62.0,0.6748669752833344,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
137925,1,0,2.963436,0,0.0,0.0,124,0,2,124,41.843319714007656,62.0,0.6748922534517364,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
138590,1,0,0.462304,0,0.0,0.0,587,4418,14,5005,10826.20959368727,357.5,30.283103758565797,0.13286555002263467,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
138613,1,0,2.921537,0,0.0,0.0,124,0,2,124,42.443412491438586,62.0,0.6845711692167513,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
138614,1,0,2.921489,0,0.0,0.0,124,0,2,124,42.444109835772096,62.0,0.6845824167060017,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
138615,1,0,2.921475,0,0.0,0.0,124,0,2,124,42.4443132321858,62.0,0.6845856972933193,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
138616,1,0,2.921267,0,0.0,0.0,124,0,2,124,42.44733535140746,62.0,0.6846344411517332,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
138617,1,0,2.921161,0,0.0,0.0,124,0,2,124,42.44887563540661,62.0,0.6846592844420419,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
140927,1,0,0.39737,0,0.0,0.0,587,4392,14,4979,12529.883987215944,355.6428571428572,35.23164808616655,0.13365209471766848,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
140933,1,0,2.964911,0,0.0,0.0,124,0,2,124,41.82250327244224,62.0,0.6745565043942298,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
140934,1,0,2.964845,0,0.0,0.0,124,0,2,124,41.823434277339956,62.0,0.6745715206022574,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
140935,1,0,2.964731,0,0.0,0.0,124,0,2,124,41.82504247434253,62.0,0.6745974592635892,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
140936,1,0,2.964512,0,0.0,0.0,124,0,2,124,41.82813225245842,62.0,0.6746472943944906,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
140937,1,0,2.964173,0,0.0,0.0,124,0,2,124,41.83291596003337,62.0,0.6747244509682802,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
140938,1,0,2.964037,0,0.0,0.0,124,0,2,124,41.83483539510472,62.0,0.6747554095984633,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
140939,1,0,2.963859,0,0.0,0.0,124,0,2,124,41.83734786303936,62.0,0.6747959332748286,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
143777,1,0,0.426855,0,0.0,0.0,587,4386,14,4973,11650.326223190545,355.21428571428567,32.79802274777149,0.13383492932056545,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
143817,1,0,2.940243,0,0.0,0.0,124,0,2,124,42.17338498892778,62.0,0.68021588691819,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
143818,1,0,2.940156,0,0.0,0.0,124,0,2,124,42.17463291063467,62.0,0.680236014687656,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
143819,1,0,2.939971,0,0.0,0.0,124,0,2,124,42.17728678276078,62.0,0.6802788190767869,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
143820,1,0,2.939893,0,0.0,0.0,124,0,2,124,42.17840581272856,62.0,0.6802968679472348,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
143821,1,0,2.939778,0,0.0,0.0,124,0,2,124,42.180055772918905,62.0,0.6803234802083695,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
143822,1,0,2.939671,0,0.0,0.0,124,0,2,124,42.181591069204686,62.0,0.6803482430516885,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
143823,1,0,2.939561,0,0.0,0.0,124,0,2,124,42.18316952769479,62.0,0.6803737020595932,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
143824,1,0,2.939398,0,0.0,0.0,124,0,2,124,42.18550873342093,62.0,0.6804114311842084,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
143825,1,0,2.9392,0,0.0,0.0,124,0,2,124,42.1883505715841,62.0,0.6804572672836146,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
143826,1,0,2.939217,0,0.0,0.0,124,0,2,124,42.18810656035264,62.0,0.6804533316185911,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
146398,1,0,8.912631,0,0.0,0.0,186,0,3,186,20.869258471488386,62.0,0.3366009430885224,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
146399,1,0,8.912681,0,0.0,0.0,186,0,3,186,20.869141395277136,62.0,0.33659905476253443,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
146400,1,0,8.912685,0,0.0,0.0,186,0,3,186,20.869132029236983,62.0,0.3365989036973707,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
146401,1,0,8.912686,0,0.0,0.0,186,0,3,186,20.869129687728254,62.0,0.3365988659311009,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
146402,1,0,8.912692,0,0.0,0.0,186,0,3,186,20.869115638686946,62.0,0.33659863933366035,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
146403,1,0,8.912684,0,0.0,0.0,186,0,3,186,20.86913437074623,62.0,0.3365989414636489,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
146404,1,0,8.912627,0,0.0,0.0,186,0,3,186,20.86926783764203,62.0,0.33660109415551664,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
146405,1,0,8.912674,0,0.0,0.0,186,0,3,186,20.86915778586763,62.0,0.3365993191268972,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
146406,1,0,8.912721000000003,0,0.0,0.0,186,0,3,186,20.86904773525391,62.0,0.3365975441169985,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
146407,1,0,8.91268,0,0.0,0.0,186,0,3,186,20.869143736788487,62.0,0.33659909252884657,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
149198,1,0,0.067475,0,0.0,0.0,182,62,4,244,3616.154131159689,61.0,59.28121526491294,2.9354838709677415,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
149209,1,0,0.449211,0,0.0,0.0,587,4389,14,4976,11077.199801429619,355.42857142857144,31.16575506833092,0.13374344953292322,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
149261,1,0,2.974088,0,0.0,0.0,124,0,2,124,41.69345358980635,62.0,0.6724750579001024,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
149262,1,0,2.9739560000000003,0,0.0,0.0,124,0,2,124,41.6953041672439,62.0,0.6725049059232886,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
149263,1,0,2.973821,0,0.0,0.0,124,0,2,124,41.69719697318702,62.0,0.6725354350514036,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
149264,1,0,2.973677,0,0.0,0.0,124,0,2,124,41.69921615562148,62.0,0.6725680025100238,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
149265,1,0,2.973546,0,0.0,0.0,124,0,2,124,41.70105322063288,62.0,0.6725976325908528,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
149266,1,0,2.973338,0,0.0,0.0,124,0,2,124,41.70397041977737,62.0,0.6726446841899575,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
149267,1,0,2.973247,0,0.0,0.0,124,0,2,124,41.70524682274967,62.0,0.6726652713346721,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
149268,1,0,2.973073,0,0.0,0.0,124,0,2,124,41.70768763498239,62.0,0.6727046392739096,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
149269,1,0,2.9729400000000004,0,0.0,0.0,124,0,2,124,41.70955350595707,62.0,0.6727347339670494,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
149270,1,0,2.972834,0,0.0,0.0,124,0,2,124,41.7110407106485,62.0,0.6727587211394918,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
151141,1,0,0.440792,0,0.0,0.0,587,4391,14,4978,11293.30840850106,355.57142857142856,31.761011996587964,0.13368253245274425,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
151168,1,0,2.929924,0,0.0,0.0,124,0,2,124,42.32191688248569,62.0,0.6826115626207369,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
151169,1,0,2.929908,0,0.0,0.0,124,0,2,124,42.32214799918632,62.0,0.6826152903094568,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
151170,1,0,2.92983,0,0.0,0.0,124,0,2,124,42.32327472925051,62.0,0.6826334633750081,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
151171,1,0,2.929682,0,0.0,0.0,124,0,2,124,42.325412792241615,62.0,0.6826679482619615,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
151172,1,0,2.929611,0,0.0,0.0,124,0,2,124,42.326438561297046,62.0,0.6826844929241459,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
151173,1,0,2.929461,0,0.0,0.0,124,0,2,124,42.328605842508225,62.0,0.6827194490727134,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
151174,1,0,2.929305,0,0.0,0.0,124,0,2,124,42.33086005042152,62.0,0.6827558072648632,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
151175,1,0,2.929214,0,0.0,0.0,124,0,2,124,42.33217511591847,62.0,0.6827770179986851,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
151176,1,0,2.9290700000000003,0,0.0,0.0,124,0,2,124,42.33425626564063,62.0,0.6828105849296875,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
151177,1,0,2.928974,0,0.0,0.0,124,0,2,124,42.33564381247495,62.0,0.6828329647173378,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
152786,1,0,9.013512,0,0.0,0.0,186,0,3,186,20.635685623983196,62.0,0.3328336390965031,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
152787,1,0,9.013475,0,0.0,0.0,186,0,3,186,20.6357703327518,62.0,0.3328350053669645,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
152788,1,0,9.013399,0,0.0,0.0,186,0,3,186,20.635944331322733,62.0,0.332837811795528,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
152789,1,0,9.013397,0,0.0,0.0,186,0,3,186,20.635948910272123,62.0,0.3328378856495504,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
152790,1,0,9.013316,0,0.0,0.0,186,0,3,186,20.63613435942998,62.0,0.3328408767649997,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
152791,1,0,9.013359,0,0.0,0.0,186,0,3,186,20.63603591069656,62.0,0.3328392888822025,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
152792,1,0,9.013321,0,0.0,0.0,186,0,3,186,20.636122911854574,62.0,0.33284069212668665,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
153952,1,0,0.422947,0,0.0,0.0,587,4404,14,4991,11800.53292729349,356.5,33.10107412985551,0.1332879200726612,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
153997,1,0,2.833322,0,0.0,0.0,124,0,2,124,43.764880941876704,62.0,0.7058851764818824,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
153998,1,0,2.833164,0,0.0,0.0,124,0,2,124,43.76732162345702,62.0,0.705924542313823,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
153999,1,0,2.833044,0,0.0,0.0,124,0,2,124,43.76917548756745,62.0,0.7059544433478621,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
154000,1,0,2.832951,0,0.0,0.0,124,0,2,124,43.770612340276976,62.0,0.7059776183915641,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
154001,1,0,2.832948,0,0.0,0.0,124,0,2,124,43.77065869193504,62.0,0.7059783659989524,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
154002,1,0,2.832791,0,0.0,0.0,124,0,2,124,43.77308456571629,62.0,0.7060174929954239,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
155411,1,0,9.013071,0,0.0,0.0,186,0,3,186,20.636695306183654,62.0,0.3328499242932847,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
155412,1,0,9.013062,0,0.0,0.0,186,0,3,186,20.63671591297164,62.0,0.3328502566608329,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
156712,1,0,0.426276,0,0.0,0.0,587,4392,14,4979,11680.225956891778,355.6428571428572,32.84257147951092,0.13365209471766848,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
156740,1,0,2.940922,0,0.0,0.0,124,0,2,124,42.16364799882486,62.0,0.6800588386907235,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
156741,1,0,2.940789,0,0.0,0.0,124,0,2,124,42.16555489020124,62.0,0.6800895950032457,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
156742,1,0,2.940501,0,0.0,0.0,124,0,2,124,42.16968468978586,62.0,0.6801562046739654,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
156743,1,0,2.940287,0,0.0,0.0,124,0,2,124,42.172753884229664,62.0,0.6802057078101559,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
156744,1,0,2.94004,0,0.0,0.0,124,0,2,124,42.176296921130316,62.0,0.6802628535666181,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
156745,1,0,2.939718,0,0.0,0.0,124,0,2,124,42.18091667295979,62.0,0.6803373656928998,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
156746,1,0,2.939535,0,0.0,0.0,124,0,2,124,42.18354263514468,62.0,0.6803797199216883,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
156747,1,0,2.939302,0,0.0,0.0,124,0,2,124,42.18688654653384,62.0,0.6804336539763521,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
158057,1,0,9.013005,0,0.0,0.0,186,0,3,186,20.636846423584586,62.0,0.33285236167071913,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
158058,1,0,9.012949,0,0.0,0.0,186,0,3,186,20.636974646145227,62.0,0.33285442977653595,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
158059,1,0,9.0129,0,0.0,0.0,186,0,3,186,20.637086842192854,62.0,0.33285623939020736,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
158060,1,0,9.012896,0,0.0,0.0,186,0,3,186,20.637096001107746,62.0,0.332856387114641,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
158935,1,0,0.404174,0,0.0,0.0,587,4412,14,4999,12368.435376842648,357.07142857142856,34.63854676451231,0.1330462375339982,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
158966,1,0,2.959668,0,0.0,0.0,124,0,2,124,41.89659110413736,62.0,0.6757514694215702,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
158967,1,0,2.959655,0,0.0,0.0,124,0,2,124,41.89677513088519,62.0,0.6757544375949224,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
158968,1,0,2.95962,0,0.0,0.0,124,0,2,124,41.89727059554943,62.0,0.6757624289604747,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
158969,1,0,2.959494,0,0.0,0.0,124,0,2,124,41.899054365374624,62.0,0.6757911994415262,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
158970,1,0,2.959339,0,0.0,0.0,124,0,2,124,41.90124889375634,62.0,0.6758265950605862,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
158971,1,0,2.959166,0,0.0,0.0,124,0,2,124,41.90369854208922,62.0,0.6758661055175681,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
158972,1,0,2.958911,0,0.0,0.0,124,0,2,124,41.90730981769982,62.0,0.6759243518983842,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
158973,1,0,2.958651,0,0.0,0.0,124,0,2,124,41.91099254356124,62.0,0.6759837507026006,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
160334,1,0,9.012798,0,0.0,0.0,186,0,3,186,20.637320397062048,62.0,0.3328600064042265,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
160335,1,0,9.012798,0,0.0,0.0,186,0,3,186,20.637320397062048,62.0,0.3328600064042265,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
160336,1,0,9.012806,0,0.0,0.0,186,0,3,186,20.63730207884204,62.0,0.33285971094906514,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
