,IPSrcType,IPDstType,Dur,Proto,sTos,dTos,OutBytes,InBytes,TotPkts,TotBytes,BytesPerSec,BytesPerPkt,PktsPerSec,RatioOutIn,SrcState_F,DstState_F,SrcState_S,DstState_S,SrcState_P,DstState_P,SrcState_A,DstState_A,SrcState_R,DstState_R,SrcState_C,DstState_C,SrcState_E,DstState_E,->,>,<-,<->,SrcPort_Private,SrcPort_Registered,SrcPort_Well_Known,DstPort_Private,DstPort_Registered,DstPort_Well_Known,Label
1228198,1,0,61.281994,0,0.0,0.0,437,639,10,1076,17.55817540793467,107.6,0.1631800688469765,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1230579,1,0,61.253761,0,0.0,0.0,437,639,10,1076,17.566268298202946,107.6,0.16325528158181174,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1232715,1,0,61.266987,0,0.0,0.0,437,639,10,1076,17.562476183135953,107.6,0.16322003887672815,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1233687,1,0,1.885233,0,0.0,0.0,508,443,9,951,504.4469304324717,105.66666666666669,4.773945713871972,1.1467268623024829,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
1235129,1,0,61.287647,0,0.0,0.0,437,639,10,1076,17.556555891271206,107.6,0.16316501757686994,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1237136,1,0,61.27920200000001,0,0.0,0.0,437,639,10,1076,17.558975392662585,107.6,0.16318750364928053,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1239377,1,0,61.26759000000001,0,0.0,0.0,437,639,10,1076,17.562303331990044,107.6,0.16321843245343906,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1241547,1,0,61.265598,0,0.0,0.0,437,639,10,1076,17.562874355686528,107.6,0.16322373936511647,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1243909,1,0,61.261784,0,0.0,0.0,437,639,10,1076,17.563967774754975,107.6,0.16323390125236967,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1246021,1,0,61.217567,0,0.0,0.0,437,639,10,1076,17.576654099957942,107.6,0.16335180390295484,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1248218,1,0,61.27236600000001,0,0.0,0.0,437,639,10,1076,17.560934402304618,107.6,0.16320571005859313,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1250274,1,0,61.250149,0,0.0,0.0,437,639,10,1076,17.567304203619162,107.6,0.16326490895556842,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1252687,1,0,61.238602,0,0.0,0.0,437,639,10,1076,17.5706166512423,107.6,0.16329569378477973,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1254671,1,0,61.24280200000001,0,0.0,0.0,437,639,10,1076,17.5694116673499,107.6,0.16328449504972029,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1256791,1,0,61.22911800000001,0,0.0,0.0,437,639,10,1076,17.573338227736677,107.6,0.1633209872466234,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1259210,1,0,61.25640500000001,0,0.0,0.0,437,639,10,1076,17.56551008829199,107.6,0.16324823502130098,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1261560,1,0,61.237591,0,0.0,0.0,437,639,10,1076,17.570906732761582,107.6,0.1632983897096801,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1263589,1,0,61.26298900000001,0,0.0,0.0,437,639,10,1076,17.56362230383503,107.6,0.1632306905560876,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1265720,1,0,61.260876,0,0.0,0.0,437,639,10,1076,17.56422810538981,107.6,0.1632363206820614,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1268167,1,0,61.233341,0,0.0,0.0,437,639,10,1076,17.572126270229155,107.6,0.16330972370101446,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1270275,1,0,61.25721400000001,0,0.0,0.0,437,639,10,1076,17.565278107489508,107.6,0.16324607906588764,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1272400,1,0,61.272457,0,0.0,0.0,437,639,10,1076,17.560908321335965,107.6,0.16320546767040858,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1274700,1,0,61.27335,0,0.0,0.0,437,639,10,1076,17.5606523880284,107.6,0.16320308910807066,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1276986,1,0,61.25166700000001,0,0.0,0.0,437,639,10,1076,17.566868833137224,107.6,0.16326086276149834,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1278925,1,0,61.22049300000001,0,0.0,0.0,437,639,10,1076,17.575814033382578,107.6,0.1633439965927749,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1280699,1,0,61.230949,0,0.0,0.0,437,639,10,1076,17.572812729066147,107.6,0.16331610342998276,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1282742,1,0,61.235432,0,0.0,0.0,437,639,10,1076,17.571526236640253,107.6,0.1633041471806715,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1284855,1,0,61.21285200000001,0,0.0,0.0,437,639,10,1076,17.578007964732635,107.6,0.16336438628933675,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1287386,1,0,61.209827,0,0.0,0.0,437,639,10,1076,17.578876672858428,107.6,0.16337245978492962,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1289994,1,0,61.214195,0,0.0,0.0,437,639,10,1076,17.577622314562824,107.6,0.1633608021799519,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1292086,1,0,61.191433,0,0.0,0.0,437,639,10,1076,17.584160841600163,107.6,0.1634215691598528,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1294140,1,0,61.194355,0,0.0,0.0,437,639,10,1076,17.583321206670124,107.6,0.1634137658612465,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1296089,1,0,61.21806,0,0.0,0.0,437,639,10,1076,17.57651255201488,107.6,0.16335048840162528,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1297996,1,0,61.195084,0,0.0,0.0,437,639,10,1076,17.583111741459494,107.6,0.1634118191585455,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1299823,1,0,61.19110500000001,0,0.0,0.0,437,639,10,1076,17.584255097207347,107.6,0.1634224451413322,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1301810,1,0,61.168751,0,0.0,0.0,437,639,10,1076,17.590681228720857,107.6,0.1634821675531678,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1303749,1,0,61.163555,0,0.0,0.0,437,639,10,1076,17.592175601957734,107.6,0.16349605578027634,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1305821,1,0,61.168648,0,0.0,0.0,437,639,10,1076,17.590710849126502,107.6,0.16348244283574814,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1307718,1,0,61.13330799999999,0,0.0,0.0,437,639,10,1076,17.600879703745136,107.6,0.16357694891956445,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1309824,1,0,61.15681800000001,0,0.0,0.0,437,639,10,1076,17.594113545933663,107.6,0.16351406641202293,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1311743,1,0,61.14674399999999,0,0.0,0.0,437,639,10,1076,17.597012197411527,107.6,0.16354100555215176,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1314042,1,0,61.15908100000001,0,0.0,0.0,437,639,10,1076,17.59346253093633,107.6,0.16350801608676885,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1316076,1,0,61.23952900000001,0,0.0,0.0,437,639,10,1076,17.570350679868874,107.6,0.1632932219318669,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1318180,1,0,61.286392000000006,0,0.0,0.0,437,639,10,1076,17.556915407909802,107.6,0.16316835880957062,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1320079,1,0,61.28195600000001,0,0.0,0.0,437,639,10,1076,17.55818629548965,107.6,0.1631801700324317,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1321849,1,0,61.281925,0,0.0,0.0,437,639,10,1076,17.558195177452404,107.6,0.16318025257855395,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1323674,1,0,61.267097,0,0.0,0.0,437,639,10,1076,17.562444651164068,107.6,0.16321974582866233,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1325593,1,0,61.274345,0,0.0,0.0,437,639,10,1076,17.560367230363706,107.6,0.1632004389439006,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1327608,1,0,61.252838,0,0.0,0.0,437,639,10,1076,17.56653299884652,107.6,0.16325774162496764,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1329488,1,0,61.246738,0,0.0,0.0,437,639,10,1076,17.568282575310377,107.6,0.1632740016292786,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1331368,1,0,61.20630600000001,0,0.0,0.0,437,639,10,1076,17.579887928541222,107.6,0.1633818580719444,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1333382,1,0,61.150192,0,0.0,0.0,437,639,10,1076,17.59601997651945,107.6,0.1635317841683964,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1335609,1,0,61.184437,0,0.0,0.0,437,639,10,1076,17.586171463831562,107.6,0.16344025524007028,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1337716,1,0,61.253525,0,0.0,0.0,437,639,10,1076,17.566335978215132,107.6,0.16325591057820754,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1339603,1,0,61.204048,0,0.0,0.0,437,639,10,1076,17.580536503075745,107.6,0.16338788571631732,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1341606,1,0,61.11040500000001,0,0.0,0.0,437,639,10,1076,17.607476173656515,107.6,0.1636382544020122,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1343354,1,0,61.044437,0,0.0,0.0,437,639,10,1076,17.626503787724346,107.6,0.16381509096398084,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1345357,1,0,61.037346,0,0.0,0.0,437,639,10,1076,17.62855154285378,107.6,0.16383412214548124,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1347032,1,0,61.02688199999999,0,0.0,0.0,437,639,10,1076,17.631574229861524,107.6,0.1638622140321703,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1349028,1,0,61.00889599999999,0,0.0,0.0,437,639,10,1076,17.636772184830228,107.6,0.1639105221638497,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1350990,1,0,61.037777,0,0.0,0.0,437,639,10,1076,17.628427064111463,107.6,0.16383296527984628,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1352820,1,0,61.03341700000001,0,0.0,0.0,437,639,10,1076,17.62968637328629,107.6,0.16384466889671273,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1354750,1,0,60.99007,0,0.0,0.0,437,639,10,1076,17.642216183716464,107.6,0.16396111694903778,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1355591,1,0,1.624962,0,0.0,0.0,508,443,9,951,585.2444549472541,105.66666666666669,5.5385910562831615,1.1467268623024829,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
1356909,1,0,60.992809,0,0.0,0.0,437,639,10,1076,17.641423925892642,107.6,0.16395375395811007,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1358749,1,0,61.02536800000001,0,0.0,0.0,437,639,10,1076,17.63201165784039,107.6,0.16386627934795905,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1360666,1,0,61.00502,0,0.0,0.0,437,639,10,1076,17.637892750465454,107.6,0.16392093634261576,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1363217,1,0,61.00555,0,0.0,0.0,437,639,10,1076,17.637739517142293,107.6,0.16391951224109938,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1365274,1,0,61.011463,0,0.0,0.0,437,639,10,1076,17.63603013420609,107.6,0.1639036257825845,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1367819,1,0,61.104446,0,0.0,0.0,437,639,10,1076,17.609193281942197,107.6,0.16365421265745542,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1370103,1,0,61.108891,0,0.0,0.0,437,639,10,1076,17.60791240672327,107.6,0.1636423086126698,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1372213,1,0,61.143776,0,0.0,0.0,437,639,10,1076,17.597866379727677,107.6,0.16354894404951373,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1374185,1,0,61.112923,0,0.0,0.0,437,639,10,1076,17.606750703120515,107.6,0.1636315121107855,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1376102,1,0,61.12615600000001,0,0.0,0.0,437,639,10,1076,17.602939075704352,107.6,0.1635960880641668,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1378062,1,0,61.135899,0,0.0,0.0,437,639,10,1076,17.600133761016586,107.6,0.16357001636632512,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1380153,1,0,61.131069,0,0.0,0.0,437,639,10,1076,17.601524357442532,107.6,0.1635829401249306,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1382189,1,0,61.181259,0,0.0,0.0,437,639,10,1076,17.58708496011826,107.6,0.16344874498251172,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1384411,1,0,61.164593,0,0.0,0.0,437,639,10,1076,17.591877052137008,107.6,0.16349328115368966,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1386200,1,0,61.083714,0,0.0,0.0,437,639,10,1076,17.61516989618542,107.6,0.16370975739949276,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1388237,1,0,61.106339,0,0.0,0.0,437,639,10,1076,17.60864777056927,107.6,0.16364914284915674,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1390013,1,0,61.110668,0,0.0,0.0,437,639,10,1076,17.607400396932327,107.6,0.16363755015736367,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1392137,1,0,61.119099,0,0.0,0.0,437,639,10,1076,17.60497156543489,107.6,0.1636149773739302,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1394016,1,0,8.941578999999997,0,0.0,0.0,186,0,3,186,20.801695092108453,62.0,0.3355112111630396,1386.6945540647198,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1396611,1,0,61.096012,0,0.0,0.0,437,639,10,1076,17.611624143323787,107.6,0.16367680430598314,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1398609,1,0,61.09259,0,0.0,0.0,437,639,10,1076,17.612610629210515,107.6,0.16368597239043228,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1400587,1,0,61.089180000000006,0,0.0,0.0,437,639,10,1076,17.613593765704497,107.6,0.16369510934669607,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1402305,1,0,61.058365,0,0.0,0.0,437,639,10,1076,17.622483012769827,107.6,0.16377772316700587,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1404449,1,0,61.090572,0,0.0,0.0,437,639,10,1076,17.61319242517487,107.6,0.16369137941612333,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1406327,1,0,61.155334,0,0.0,0.0,437,639,10,1076,17.594540486035118,107.6,0.16351803425683198,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1408147,1,0,61.15126400000001,0,0.0,0.0,437,639,10,1076,17.595711513011405,107.6,0.1635289174071692,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1410016,1,0,61.078835,0,0.0,0.0,437,639,10,1076,17.616577002491947,107.6,0.16372283459565004,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1411785,1,0,61.05595,0,0.0,0.0,437,639,10,1076,17.623180050429156,107.6,0.16378420121216686,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1413767,1,0,61.07950200000001,0,0.0,0.0,437,639,10,1076,17.616384626056707,107.6,0.1637210467105642,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1415454,1,0,61.054626,0,0.0,0.0,437,639,10,1076,17.623562217873552,107.6,0.16378775295421513,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1417239,1,0,61.116219,0,0.0,0.0,437,639,10,1076,17.605801170389817,107.6,0.1636226874571544,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1418868,1,0,61.162498,0,0.0,0.0,437,639,10,1076,17.592479626976647,107.6,0.16349888129160453,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1420726,1,0,61.081116,0,0.0,0.0,437,639,10,1076,17.61591913284623,107.6,0.16371672056548542,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1422619,1,0,61.202694,0,0.0,0.0,437,639,10,1076,17.5809254409618,107.6,0.16339150038068587,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1424457,1,0,61.18421899999999,0,0.0,0.0,437,639,10,1076,17.586234123540912,107.6,0.1634408375793765,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1426329,1,0,61.226849,0,0.0,0.0,437,639,10,1076,17.57398947641418,107.6,0.1633270397436262,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1428273,1,0,61.254608,0,0.0,0.0,437,639,10,1076,17.566025400080918,107.6,0.16325302416432086,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1429961,1,0,61.178738,0,0.0,0.0,437,639,10,1076,17.587809673354162,107.6,0.1634554802356335,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1432089,1,0,61.135967,0,0.0,0.0,437,639,10,1076,17.60011418483002,107.6,0.16356983443150575,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1433790,1,0,61.176121,0,0.0,0.0,437,639,10,1076,17.58856204694639,107.6,0.16346247255526386,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1435731,1,0,61.148476,0,0.0,0.0,437,639,10,1076,17.596513770841973,107.6,0.1635363733349626,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1437737,1,0,61.09395600000001,0,0.0,0.0,437,639,10,1076,17.612216828780902,107.6,0.16368231253513849,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1440461,1,0,61.060986,0,0.0,0.0,437,639,10,1076,17.621726580045728,107.6,0.16377069312310155,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1442862,1,0,61.067772,0,0.0,0.0,437,639,10,1076,17.619768410742086,107.6,0.16375249452362536,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1445114,1,0,61.080978,0,0.0,0.0,437,639,10,1076,17.61595893241919,107.6,0.16371709044999247,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1447025,1,0,61.13065699999999,0,0.0,0.0,437,639,10,1076,17.601642985777172,107.6,0.16358404261874696,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1449076,1,0,61.237049,0,0.0,0.0,437,639,10,1076,17.571062250240047,107.6,0.16329983503940565,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1450938,1,0,61.241009,0,0.0,0.0,437,579,9,1016,16.590190406562375,112.88888888888887,0.14696034808962732,0.7547495682210709,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1452845,1,0,70.354515,0,0.0,0.0,632,639,12,1271,18.065649375878717,105.91666666666669,0.1705647462710815,0.9890453834115804,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1454990,1,0,61.302155000000006,0,0.0,0.0,437,639,10,1076,17.552400890311276,107.6,0.16312640232631298,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1456925,1,0,61.30024,0,0.0,0.0,437,639,10,1076,17.55294922173225,107.6,0.1631314983432365,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1459052,1,0,61.3008,0,0.0,0.0,437,639,10,1076,17.55278887061833,107.6,0.1631300080912484,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1460978,1,0,64.15679200000001,0,0.0,0.0,572,699,12,1271,19.81084091611064,105.91666666666669,0.18704177104117048,0.8183118741058655,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1463002,1,0,61.312054,0,0.0,0.0,437,639,10,1076,17.54956700684012,107.6,0.16310006511933198,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1465036,1,0,64.35675,0,0.0,0.0,572,699,12,1271,19.74928814770789,105.91666666666669,0.18646062767308788,0.8183118741058655,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1467214,1,0,61.300732,0,0.0,0.0,437,639,10,1076,17.552808341668744,107.6,0.163130189048966,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1469001,1,0,61.28611,0,0.0,0.0,437,639,10,1076,17.55699619375418,107.6,0.16316910960738085,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
